ID,img_path,Description,Question,A,B,C,D,answer
TRAIN_433,./dataset/generated/images/scene_250.jpg,"A family is sitting on a blanket in a park, enjoying a picnic together. They are surrounded by food, including apples and oranges. There are also several people walking around the park.",What is the family doing in the image?,They are walking around the park.,They are sitting on a blanket in the park.,They are enjoying a picnic together.,They are playing with their food.,C
TRAIN_434,./dataset/generated/images/scene_251.jpg,"A girl is holding a cell phone up to her face, taking a picture of herself. She is wearing a blue shirt.",What is the girl holding up to her face?,A camera,A cell phone,A mirror,A picture frame,B
TRAIN_435,./dataset/generated/images/scene_252.jpg,A woman in a white shirt is standing in a room with other people. She is holding a cell phone to her face and appears to be talking on it.,What is the woman in the white shirt doing with her cell phone?,Texting,Taking a picture,Making a call,Using an app,C
TRAIN_436,./dataset/generated/images/scene_253.jpg,A group of people are sitting and standing around a tent in the woods. They are smiling and enjoying their time together.,What is the main activity of the group in the image?,Camping,Hiking,Picnicking,Fishing,A
TRAIN_437,./dataset/generated/images/scene_254.jpg,A woman is holding a baby in her arms. The baby is wearing a white blanket and has a pink headband. The woman is wearing a white dress.,What color is the baby's headband?,Pink,Blue,Green,Yellow,A
TRAIN_438,./dataset/generated/images/scene_255.jpg,A person is holding a cell phone and taking a picture of a building.,What is the person holding in their hand?,A book,A cell phone,A camera,A remote control,B
TRAIN_439,./dataset/generated/images/scene_256.jpg,A woman is holding a cup of coffee while standing outside. She is wearing a blue shirt and has a backpack on.,What is the woman holding in her hand?,A cup of coffee,A cell phone,A book,A handbag,A
TRAIN_440,./dataset/generated/images/scene_257.jpg,"A person is holding a cell phone with a picture of food on it. The image includes a variety of food items such as apples, oranges, and broccoli.",What is the person holding in their hand?,A book,A cell phone,A remote control,A cup,B
TRAIN_441,./dataset/generated/images/scene_258.jpg,"A group of people, including both adults and children, are sitting on a blanket in a park. They are enjoying a picnic together, with food and drinks spread out on the blanket.",What is the main activity in the image?,Playing sports,Eating and drinking,Taking a walk,Watching a movie,B
TRAIN_442,./dataset/generated/images/scene_259.jpg,A young man is taking a picture of a basketball court with his cell phone. He is standing in front of a basketball hoop and there are chairs in the background.,What is the young man holding in his hand?,Basketball,Cell phone,Camera,Basketball hoop,B
TRAIN_443,./dataset/generated/images/scene_26.jpg,A group of people walking down a street in front of a building. Some of them are carrying backpacks.,What is the main activity in the image?,Walking,Shopping,Eating,Sitting,A
TRAIN_444,./dataset/generated/images/scene_260.jpg,"A woman in a gray suit is walking in an office, carrying papers in her hand. She is wearing a blue tie.",What is the woman wearing in the image?,A blue tie,A black tie,A white shirt,A red shirt,A
TRAIN_445,./dataset/generated/images/scene_261.jpg,"A group of people are sitting at a bar, smiling and enjoying their time together. They are holding glasses of beer and other drinks.",What is the main activity of the people in the image?,Drinking,Eating,Talking,Playing games,A
TRAIN_446,./dataset/generated/images/scene_262.jpg,"A woman and three children are standing in the ocean, enjoying the water. They are all smiling and having a good time.",What is the woman wearing?,A white shirt,A white bikini,A white dress,A white tank top,A
TRAIN_447,./dataset/generated/images/scene_263.jpg,Two young girls are walking their dog on a leash. They are smiling and enjoying their time together.,What is the main activity in the image?,Walking the dog,Playing with the dog,Taking a picture,All of the above,A
TRAIN_448,./dataset/generated/images/scene_264.jpg,"Three people are standing on a sidewalk, taking a selfie with their cell phones. They are all looking at the camera, and one of them is holding a cell phone up to take the picture.",What is the group of people doing in the image?,Taking a selfie,Walking down the street,Standing on the sidewalk,Looking at the camera,A
TRAIN_449,./dataset/generated/images/scene_265.jpg,"Two women are standing next to each other, one of them is holding a cell phone. They are surrounded by a variety of fruits, including bananas, apples, and oranges.",What is the woman holding in her hand?,A cell phone,A banana,An apple,An orange,A
TRAIN_450,./dataset/generated/images/scene_266.jpg,"A group of people are standing on a hill, taking pictures of the surrounding landscape. They are wearing backpacks and have their cameras ready.",What is the group of people doing on the hill?,Taking pictures of the landscape,Hiking up the hill,Sitting on the hill,All of the above,A
TRAIN_451,./dataset/generated/images/scene_267.jpg,A woman is smiling and posing for a picture in a city street. She is wearing a white shirt and has a handbag.,What is the woman wearing in the image?,A white shirt,A black shirt,A green shirt,A red shirt,A
TRAIN_452,./dataset/generated/images/scene_268.jpg,"A group of young people are walking together in a park, holding hands and smiling. They are wearing shorts and appear to be enjoying their time outdoors.",What is the group of people doing in the image?,Walking together in a park,Smiling and holding hands,Posing for a picture,Playing a game,A
TRAIN_453,./dataset/generated/images/scene_269.jpg,A woman is taking a picture of a building with a cell phone. She is standing on a sidewalk next to a building.,What is the woman holding in her hand?,A cell phone,A camera,A book,A remote control,A
TRAIN_454,./dataset/generated/images/scene_27.jpg,A group of people walking down a street in front of a building with bicycles parked in front of it.,What is the main activity in the image?,Walking,Biking,Riding,Standing,A
TRAIN_455,./dataset/generated/images/scene_270.jpg,"A group of people, including a man and a woman, are looking at a map together. They are standing on a street, and there are other people in the background.",What is the group of people looking at?,A cell phone,A map,A computer,A book,B
TRAIN_456,./dataset/generated/images/scene_271.jpg,"A group of people are standing on a rocky cliff, taking pictures of the beautiful view. They are using cell phones to capture the moment.",What is the group of people doing in the image?,Taking pictures of the view,Standing on a rocky cliff,Looking at the view,All of the above,D
TRAIN_457,./dataset/generated/images/scene_272.jpg,A woman is smiling and taking a selfie in a city street. She is wearing a pink top and has her arm outstretched.,What is the woman wearing in the image?,A pink top,A black top,A white top,A red top,A
TRAIN_458,./dataset/generated/images/scene_273.jpg,"A group of six people, including a man and a woman, are standing together in a park. They are posing for a picture, and they are all wearing pink shirts.",What color are the shirts the people are wearing in the image?,Blue,Green,Pink,White,C
TRAIN_459,./dataset/generated/images/scene_274.jpg,A man is taking a picture of a city skyline from a window. He is wearing a backpack and has a camera in his hand.,What is the man taking a picture of?,A building,A city skyline,A boat,A car,B
TRAIN_460,./dataset/generated/images/scene_275.jpg,"A group of people are standing in front of a beautiful building, taking pictures of themselves with their cell phones. They are smiling and enjoying the moment.",What is the group of people doing in the image?,Taking pictures of the building,Taking pictures of themselves,Standing in front of the building,All of the above,D
TRAIN_461,./dataset/generated/images/scene_276.jpg,"The image features a river with a greenish-blue color, surrounded by rocks and trees. The water appears to be flowing through a valley, creating a serene and picturesque scene.",What color is the water in the image?,Green,Blue,Greenish-blue,White,C
TRAIN_462,./dataset/generated/images/scene_277.jpg,A woman is taking a picture of a man with a camera. She is holding the camera in front of her face. There are other people in the background.,What is the woman holding in front of her face?,Cell phone,Camera,Camera phone,Camera,B
